page_start,page_end,date,start_time,end_time,room,track,title
1,1,2026-07-15,11:00:00,12:00:00,International Ballroom East,3DSIG: Structural Bioinformatics and Computational Biophysics,Conformational dynamics and functional substates during enzyme evolution
1,1,2026-07-15,12:00:00,12:20:00,International Ballroom East,3DSIG: Structural Bioinformatics and Computational Biophysics,A Unified Deep Learning Framework for Predicting DNA Structure
1,1,2026-07-15,12:20:00,12:40:00,International Ballroom East,3DSIG: Structural Bioinformatics and Computational Biophysics,BiMba: Predicting Protein Binding Sites using Vision Mamba
1,2,2026-07-15,12:40:00,13:00:00,International Ballroom East,3DSIG: Structural Bioinformatics and Computational Biophysics,Investigating the physiological substrates of a putative bacterial serotonin transporter in the gut
2,2,2026-07-15,14:20:00,14:30:00,International Ballroom East,3DSIG: Structural Bioinformatics and Computational Biophysics,Deciphering Protein Mutation-Phenotype Linkages from CRISPR-based Tiling Mutagenesis Screens
2,2,2026-07-15,14:30:00,14:40:00,International Ballroom East,3DSIG: Structural Bioinformatics and Computational Biophysics,Multiscale modelling and biophysical validation define a coiled-coil dimeric scaffold in FAZ10 from Trypanosoma brucei
2,2,2026-07-15,14:40:00,14:50:00,International Ballroom East,3DSIG: Structural Bioinformatics and Computational Biophysics,Protein Language Models Capture Structural and Functional Epistasis
2,3,2026-07-15,14:50:00,15:00:00,International Ballroom East,3DSIG: Structural Bioinformatics and Computational Biophysics,Generalizable and scalable protein stability prediction with SPURS
3,3,2026-07-15,15:00:00,15:20:00,International Ballroom East,3DSIG: Structural Bioinformatics and Computational Biophysics,When Does Protein Structure Help? A Reliability Bottleneck in Mutation-Effect Prediction
3,3,2026-07-15,15:20:00,15:30:00,International Ballroom East,3DSIG: Structural Bioinformatics and Computational Biophysics,Func2Seq and Func2Prot: Function-Conditioned Protein Generation for Variant-Effect Prediction and Controllable Design
3,4,2026-07-15,15:30:00,15:40:00,International Ballroom East,3DSIG: Structural Bioinformatics and Computational Biophysics,Simpatico: accurate and ultra-fast virtual drug screening with atomic embeddings
4,4,2026-07-15,15:40:00,16:00:00,International Ballroom East,3DSIG: Structural Bioinformatics and Computational Biophysics,Learning a PRECISE language for small-molecule binding
4,4,2026-07-15,16:40:00,17:00:00,International Ballroom East,3DSIG: Structural Bioinformatics and Computational Biophysics,JointDiff: Simultaneous Generation of Sequence and Structure for Functional Protein Design
4,4,2026-07-15,17:00:00,17:20:00,International Ballroom East,3DSIG: Structural Bioinformatics and Computational Biophysics,Thermal Stability- and Binding Affinity-Guided Protein Design with ESM3
4,5,2026-07-15,17:20:00,17:40:00,International Ballroom East,3DSIG: Structural Bioinformatics and Computational Biophysics,AlloPep: A Pipeline for De Novo Design of Allosteric Peptides
5,5,2026-07-15,17:40:00,18:00:00,International Ballroom East,3DSIG: Structural Bioinformatics and Computational Biophysics,Machine Learning-Guided Engineering of Selective Protease Inhibitors by Deep Mutational Scanning
5,5,2026-07-16,08:40:00,08:50:00,International Ballroom East,3DSIG: Structural Bioinformatics and Computational Biophysics,A Hybrid Deep Learning Pipeline for RNA 3D Structure Reconstruction from Cryo-EM Density Maps
5,5,2026-07-16,08:50:00,09:00:00,International Ballroom East,3DSIG: Structural Bioinformatics and Computational Biophysics,RNAbpFlow: Base pair-augmented SE(3)-flow matching for conditional generation of RNA 3D structures
5,6,2026-07-16,09:00:00,09:20:00,International Ballroom East,3DSIG: Structural Bioinformatics and Computational Biophysics,Using MutPred2 Predictions of Molecular Mechanisms to Identify Drug Repurposing Candidates for Genetic Disease
6,6,2026-07-16,09:20:00,09:30:00,International Ballroom East,3DSIG: Structural Bioinformatics and Computational Biophysics,An Integrative Biophysical Framework for Protein-Nucleic Acid Affinity Prediction from Structure and Sequence
6,6,2026-07-16,09:30:00,09:40:00,International Ballroom East,3DSIG: Structural Bioinformatics and Computational Biophysics,LocAlign: Local Protein Structural Alignment with Geometric Deep Learning
6,7,2026-07-16,09:40:00,10:00:00,International Ballroom East,3DSIG: Structural Bioinformatics and Computational Biophysics,Probabilistic RNA Designability via Interpretable Ensemble Approximation and Dynamic Decomposition
7,7,2026-07-16,11:00:00,12:00:00,International Ballroom East,3DSIG: Structural Bioinformatics and Computational Biophysics,Structural bioinformatics and AlphaFold modeling of the human kinome and its interactions
7,7,2026-07-16,12:00:00,12:20:00,International Ballroom East,3DSIG: Structural Bioinformatics and Computational Biophysics,Predicting the structural impact of human alternative splicing
7,7,2026-07-16,12:20:00,12:40:00,International Ballroom East,3DSIG: Structural Bioinformatics and Computational Biophysics,DiSPA: Differential Substructure-Pathway Attention for Drug Response Prediction
8,8,2026-07-16,12:40:00,12:50:00,International Ballroom East,3DSIG: Structural Bioinformatics and Computational Biophysics,Cross-attention protein language models infer partner-specific PPI interfaces complementary to AlphaFold3
8,8,2026-07-16,12:50:00,13:00:00,International Ballroom East,3DSIG: Structural Bioinformatics and Computational Biophysics,DEPP: Dynamic Embedding Property-Based Predictor for Protein Conformational Ensembles and Drug-Protein Interactions
8,9,2026-07-16,14:20:00,14:40:00,International Ballroom East,3DSIG: Structural Bioinformatics and Computational Biophysics,AlphaFold Database expands to proteome-scale quaternary structures
9,9,2026-07-16,14:40:00,15:00:00,International Ballroom East,3DSIG: Structural Bioinformatics and Computational Biophysics,"MDRepo, a community-contributed open molecular dynamics data repository"
9,9,2026-07-16,15:00:00,15:20:00,International Ballroom East,3DSIG: Structural Bioinformatics and Computational Biophysics,NoisyFlow: Differentially Private Optimal Transport Using Neural Networks for Secure Biomedical Data Sharing across Multiple Institutions
9,9,2026-07-16,15:20:00,15:40:00,International Ballroom East,3DSIG: Structural Bioinformatics and Computational Biophysics,ProMeta: A meta-learning framework for robust disease diagnosis and prediction from plasma proteomics
9,10,2026-07-16,15:40:00,15:50:00,International Ballroom East,3DSIG: Structural Bioinformatics and Computational Biophysics,Towards statistically valid protein structure search: revisiting E-values in Foldseek and Reseek
10,10,2026-07-16,15:50:00,16:00:00,International Ballroom East,3DSIG: Structural Bioinformatics and Computational Biophysics,Unmasking Pathogen-Host Structural Mimicry in the AI era
10,10,2026-07-14,11:00:00,11:40:00,Cabinet,BioInfo-Core,The Payoff of FAIR: From Natural Language Queries to GEO Submissions and Nextflow Samplesheets in a Bioinformatics Core
10,10,2026-07-14,11:40:00,12:40:00,Cabinet,BioInfo-Core,Agents in the core: How your core is using agentic AI (or how it should be)
10,11,2026-07-14,12:40:00,13:00:00,Cabinet,BioInfo-Core,"Less Code, More Biology: Carnation for Collaborative Multi-Omics Exploration"
11,11,2026-07-14,14:20:00,15:20:00,Cabinet,BioInfo-Core,In with the new: Case studies on how cores bring in a new data type or technology
11,11,2026-07-14,15:20:00,15:30:00,Cabinet,BioInfo-Core,An R Package To Simplify The UK Biobank RStudio Experience
11,11,2026-07-14,15:30:00,15:40:00,Cabinet,BioInfo-Core,Scaling up support for bioinformatics core facilities training
11,12,2026-07-14,15:40:00,15:50:00,Cabinet,BioInfo-Core,A Hybrid-Cloud Nextflow NF-Core Compliant Framework for High-Throughput Bioinformatics Pipeline for Roche SBX Sequencing
12,12,2026-07-14,15:50:00,16:00:00,Cabinet,BioInfo-Core,HuBMAP Workspaces: an integrated analysis environment for the Human BioMolecular Atlas Program Data Portal
12,13,2026-07-14,16:40:00,16:50:00,Cabinet,BioInfo-Core,Telomere-to-Telomere Genome Assembly of Native Desert-Adapted Sheep Ovis aries Breed “Najdi” From Saudi Arabia
13,13,2026-07-14,16:50:00,18:00:00,Cabinet,BioInfo-Core,Breakout Sessions
13,13,2026-07-16,08:40:00,09:00:00,Room 9-10 Combo,Bioinformatics in the USA,Introduction to Bioinformatics in the USA
13,13,2026-07-16,09:00:00,09:40:00,Room 9-10 Combo,Bioinformatics in the USA,Spatial multi-omics of cancer
13,13,2026-07-16,09:40:00,10:00:00,Room 9-10 Combo,Bioinformatics in the USA,Unavailability of experimental 3D structural data on protein folding dynamics and necessity for a new generation of structure prediction methods in this context
13,13,2026-07-16,11:00:00,11:20:00,Room 9-10 Combo,Bioinformatics in the USA,Advancing Bioinformatics and Computational Biology in the United States: Funding Priorities and Opportunities from the National Library of Medicine
13,14,2026-07-16,11:20:00,11:40:00,Room 9-10 Combo,Bioinformatics in the USA,NIGMS Funding Opportunities
14,14,2026-07-16,11:40:00,12:00:00,Room 9-10 Combo,Bioinformatics in the USA,F.O.R.E.S.T: Spatially Informed Deconvolution of Cell Type Composition in Spatial Transcriptomics
14,14,2026-07-16,12:00:00,12:20:00,Room 9-10 Combo,Bioinformatics in the USA,scAURA: Alignment- and Uniformity-based Graph Debiased Contrastive Representation Architecture for Self-Supervised Clustering of Single-Cell Transcriptomics.
14,15,2026-07-16,12:20:00,12:40:00,Room 9-10 Combo,Bioinformatics in the USA,Differential prevalence study of dust microbiome from rural farming and non-farming homes in Wisconsin
15,15,2026-07-16,12:40:00,13:00:00,Room 9-10 Combo,Bioinformatics in the USA,U.S. Food and Drug Administration (FDA) and U.S. National Institute of Standards and Technology (NIST) Collaboration: Evaluation of Assays and Control Materials for Characterizing Animal Biotechnology Products Generated by Genome Editing
15,15,2026-07-16,14:20:00,15:00:00,Room 9-10 Combo,Bioinformatics in the USA,Like a Chicken in the Corn: Bioinformatics in the Great Plains
15,15,2026-07-16,15:00:00,15:20:00,Room 9-10 Combo,Bioinformatics in the USA,Quantum‑enhanced attention improves expression prediction from cancer histopathology images with limited samples
16,16,2026-07-16,15:20:00,15:40:00,Room 9-10 Combo,Bioinformatics in the USA,AI Accelerates Biological Discovery. Are We Ready for the Risks?
16,16,2026-07-16,15:40:00,16:00:00,Room 9-10 Combo,Bioinformatics in the USA,Integrating genomics and structural biology in one of the earliest computational biology programs in the USA
16,16,2026-07-14,11:00:00,11:05:00,Jefferson East,BioVis: Biological Data Visualizations,Opening Remarks
16,16,2026-07-14,11:05:00,12:00:00,Jefferson East,BioVis: Biological Data Visualizations,Keynote 1
16,17,2026-07-14,12:00:00,12:20:00,Jefferson East,BioVis: Biological Data Visualizations,Scalable cell population plots for single-cell data with scellop
17,17,2026-07-14,12:20:00,12:40:00,Jefferson East,BioVis: Biological Data Visualizations,"Interactive Visualization and Analysis of Genomic Data at NCBI using GDV, CGV, and MCGV"
17,17,2026-07-14,12:40:00,13:00:00,Jefferson East,BioVis: Biological Data Visualizations,"SBGNFlow: An AI-Assisted & Interactive Workflow for Generation, Merging & Layout of Pathway Maps"
17,18,2026-07-14,14:20:00,14:40:00,Jefferson East,BioVis: Biological Data Visualizations,InterSCellar: Surface-Based Cell Neighborhood and Interaction Volume Analysis in 3D Spatial Omics
18,18,2026-07-14,14:40:00,15:00:00,Jefferson East,BioVis: Biological Data Visualizations,How Do We Visualize Space in Molecular Biology? A Study of Spatial Transcriptomics Visualization Practices
18,18,2026-07-14,15:00:00,15:10:00,Jefferson East,BioVis: Biological Data Visualizations,Interactive Visual Exploration of Antibody Sequence Optimization: Bridging Machine Learning Predictions and Visual Analytics
18,18,2026-07-14,15:10:00,15:20:00,Jefferson East,BioVis: Biological Data Visualizations,Cluster stability in spatial transcriptomics: A method agnostic evaluation and visualization framework
18,19,2026-07-14,15:20:00,15:30:00,Jefferson East,BioVis: Biological Data Visualizations,Evaluating Agentic Schemes for Authoring Interactive Multiview Genomics Visualizations
19,19,2026-07-14,15:30:00,15:40:00,Jefferson East,BioVis: Biological Data Visualizations,"Introducing WWizNet, a fully interactive 3D web-based application for large-scale biomedical network visualization and analysis"
19,20,2026-07-14,15:40:00,15:50:00,Jefferson East,BioVis: Biological Data Visualizations,Interactive Exploration of Cancer Regulatory Landscapes with Reactive Notebooks
20,20,2026-07-14,15:50:00,16:00:00,Jefferson East,BioVis: Biological Data Visualizations,Hierarchical decomposition and visualization of metagenome assembly graphs with MetagenomeScope
20,20,2026-07-14,16:40:00,17:35:00,Jefferson East,BioVis: Biological Data Visualizations,Keynote 2
20,20,2026-07-14,17:35:00,17:50:00,Jefferson East,BioVis: Biological Data Visualizations,Best Abstract Award Announcement & Ceremony
20,20,2026-07-14,17:50:00,18:00:00,Jefferson East,BioVis: Biological Data Visualizations,Closing Remarks
20,20,2026-07-13,11:00:00,11:20:00,Lincoln West,BOKR: Bio-Ontologies and Knowledge Representation,Automating subtype-specific cancer gene prioritization at the OncoTree ontology scale using large language models (LLMs) for exploration in cBioPortal
20,21,2026-07-13,11:20:00,11:40:00,Lincoln West,BOKR: Bio-Ontologies and Knowledge Representation,Constrained LLM-Assisted Alignment of HPO Terms to Phecodes
21,21,2026-07-13,11:40:00,12:00:00,Lincoln West,BOKR: Bio-Ontologies and Knowledge Representation,BiomarkerKB: A Knowledgebase Supporting a Standardized Biomarker-Centric Knowledge and Data Integration
21,21,2026-07-13,12:00:00,12:20:00,Lincoln West,BOKR: Bio-Ontologies and Knowledge Representation,Do Mice Speak Human? Cross-Species Semantic Alignment of Disease Metadata
21,22,2026-07-13,12:20:00,12:40:00,Lincoln West,BOKR: Bio-Ontologies and Knowledge Representation,Signal Over Noise: Semi-Automated Relevancy Scoring for Biomedical Knowledge in Drug Repurposing
22,22,2026-07-13,12:40:00,13:00:00,Lincoln West,BOKR: Bio-Ontologies and Knowledge Representation,Constraining Pathogenetic State Hypotheses in Synovial Sarcoma: A Neuro Symbolic Pipeline for SS18::SSX1 Characterization via TTT Linear and Z3 Based SMT Verification
22,22,2026-07-13,14:20:00,14:40:00,Lincoln West,BOKR: Bio-Ontologies and Knowledge Representation,Bridging classical and transcriptomic cell types at scale: agentic AI workflows for the Cell Ontology
22,23,2026-07-13,14:40:00,15:00:00,Lincoln West,BOKR: Bio-Ontologies and Knowledge Representation,Developing a Semantically Interoperable Knowledge Graph Schema to Support Single Cell Transcriptomics
23,23,2026-07-13,15:00:00,15:20:00,Lincoln West,BOKR: Bio-Ontologies and Knowledge Representation,The critical role of human validation in the era of AI-assisted biocuration: Extending competencies and reflecting career progression in current frameworks
23,23,2026-07-13,15:20:00,15:40:00,Lincoln West,BOKR: Bio-Ontologies and Knowledge Representation,SomaModules:A Pathway Enrichment Approach Tailored to SomaScan Data
23,23,2026-07-13,15:40:00,16:00:00,Lincoln West,BOKR: Bio-Ontologies and Knowledge Representation,Bio-Ontologies and Knowledge Representation: Poster Madness
23,24,2026-07-13,16:40:00,17:40:00,Lincoln West,BOKR: Bio-Ontologies and Knowledge Representation,Keynote Lecture: AI and ontologies: The beginning of a beautiful friendship
24,24,2026-07-13,17:40:00,18:00:00,Lincoln West,BOKR: Bio-Ontologies and Knowledge Representation,Bio-Ontologies and Knowledge Representation: Closing Day 1
24,24,2026-07-14,11:00:00,11:05:00,Lincoln West,BOKR: Bio-Ontologies and Knowledge Representation,Welcome
24,24,2026-07-14,11:05:00,11:20:00,Lincoln West,BOKR: Bio-Ontologies and Knowledge Representation,MEDFORD in a Box: Demonstrating the Improvements and Future Directions for a Metadata Description Language
24,25,2026-07-14,11:05:00,11:20:00,Lincoln West,BOKR: Bio-Ontologies and Knowledge Representation,Distributing standardized annotations of public transcriptomics samples and studies with MetaHQ and Meta2Onto
25,25,2026-07-14,11:20:00,11:40:00,Lincoln West,BOKR: Bio-Ontologies and Knowledge Representation,KGXVal: Open-source quality control and curation support for biomedical knowledge graph harmonization.
25,26,2026-07-14,11:40:00,12:00:00,Lincoln West,BOKR: Bio-Ontologies and Knowledge Representation,KG-Registry: the open registry of knowledge graphs and their provenance
26,26,2026-07-14,12:00:00,12:20:00,Lincoln West,BOKR: Bio-Ontologies and Knowledge Representation,Scalable Representation of Categorical Genomic Variation Using Cat-VRS
26,26,2026-07-14,12:20:00,12:40:00,Lincoln West,BOKR: Bio-Ontologies and Knowledge Representation,Curating Gene Symbol Relationships for the Resolution of Gene Symbol Ambiguity
26,26,2026-07-14,12:20:00,12:40:00,Lincoln West,BOKR: Bio-Ontologies and Knowledge Representation,FAIRSCAPE: Pre-model AI-Readiness and Interpretability for Biomedical Data
27,27,2026-07-14,12:20:00,12:40:00,Lincoln West,BOKR: Bio-Ontologies and Knowledge Representation,"A FAIR Framework for Structured Biomarker Representation, Discovery, and Hypothesis Generation"
27,27,2026-07-14,12:40:00,13:00:00,Lincoln West,BOKR: Bio-Ontologies and Knowledge Representation,The OBO Foundry in 2026: Building Sustainable Ontology Infrastructure for Interoperable Life Science Data
27,27,2026-07-14,14:20:00,15:00:00,Lincoln East,BOKR: Bio-Ontologies and Knowledge Representation,"In a genAI world, does structured knowledge still have a role in science?"
27,27,2026-07-14,15:00:00,15:20:00,Lincoln East,BOKR: Bio-Ontologies and Knowledge Representation,"GO-CAM: thousands of curated pathways using GO, and new tools for using them"
27,28,2026-07-14,15:20:00,15:40:00,Lincoln East,BOKR: Bio-Ontologies and Knowledge Representation,STAR-GO: Improving Protein Function Prediction by Learning to Hierarchically Integrate Ontology-Informed Semantic Embeddings
28,28,2026-07-14,15:40:00,16:00:00,Lincoln East,BOKR: Bio-Ontologies and Knowledge Representation,GIMME: Graph Inference for Microbial Metabolism Exploration using Knowledge Graphs
28,28,2026-07-14,16:40:00,17:00:00,Monroe,BOKR: Bio-Ontologies and Knowledge Representation,DGLink: automated knowledge graph construction from biomedical data repositories
28,28,2026-07-14,17:00:00,17:20:00,Monroe,BOKR: Bio-Ontologies and Knowledge Representation,Transforming PubChem BioAssay Data into Linked Open Data through the Resource Description Framework (RDF) and Standard Ontologies
28,29,2026-07-14,17:20:00,17:40:00,Monroe,BOKR: Bio-Ontologies and Knowledge Representation,ImmPort: A Foundational Data Repository Facilitating AI-Enabled Immunology Research
29,29,2026-07-14,17:40:00,18:00:00,Monroe,BOKR: Bio-Ontologies and Knowledge Representation,Sage Brain: An AI-Powered Cross-Disease Knowledge Graph Connecting Neurodegenerative Research Communities
29,29,2026-07-14,11:00:00,11:05:00,Lincoln West,BOSC: Bioinformatics Open Source Conference,Welcome
29,29,2026-07-14,11:05:00,11:20:00,Lincoln West,BOSC: Bioinformatics Open Source Conference,MEDFORD in a Box: Demonstrating the Improvements and Future Directions for a Metadata Description Language
29,30,2026-07-14,11:05:00,11:20:00,Lincoln West,BOSC: Bioinformatics Open Source Conference,Distributing standardized annotations of public transcriptomics samples and studies with MetaHQ and Meta2Onto
30,31,2026-07-14,11:20:00,11:40:00,Lincoln West,BOSC: Bioinformatics Open Source Conference,KGXVal: Open-source quality control and curation support for biomedical knowledge graph harmonization.
31,31,2026-07-14,11:40:00,12:00:00,Lincoln West,BOSC: Bioinformatics Open Source Conference,KG-Registry: the open registry of knowledge graphs and their provenance
31,31,2026-07-14,12:00:00,12:20:00,Lincoln West,BOSC: Bioinformatics Open Source Conference,Scalable Representation of Categorical Genomic Variation Using Cat-VRS
31,32,2026-07-14,12:20:00,12:40:00,Lincoln West,BOSC: Bioinformatics Open Source Conference,"A FAIR Framework for Structured Biomarker Representation, Discovery, and Hypothesis Generation"
32,32,2026-07-14,12:20:00,12:40:00,Lincoln West,BOSC: Bioinformatics Open Source Conference,Curating Gene Symbol Relationships for the Resolution of Gene Symbol Ambiguity
32,32,2026-07-14,12:20:00,12:40:00,Lincoln West,BOSC: Bioinformatics Open Source Conference,FAIRSCAPE: Pre-model AI-Readiness and Interpretability for Biomedical Data
32,32,2026-07-14,12:40:00,13:00:00,Lincoln West,BOSC: Bioinformatics Open Source Conference,The OBO Foundry in 2026: Building Sustainable Ontology Infrastructure for Interoperable Life Science Data
33,33,2026-07-14,14:20:00,15:20:00,Lincoln West,BOSC: Bioinformatics Open Source Conference,Science for the People: Open science to engage and build trust with communities
33,33,2026-07-14,15:20:00,16:00:00,Lincoln West,BOSC: Bioinformatics Open Source Conference,Policies and strategies for resilient open science
33,33,2026-07-14,16:40:00,17:00:00,Lincoln West,BOSC: Bioinformatics Open Source Conference,Designing CWL‑Based Medallion Pipelines: A Spatial Aggregation Case Study for Climate and Air‑Pollution Exposures
33,34,2026-07-14,17:00:00,17:20:00,Lincoln West,BOSC: Bioinformatics Open Source Conference,WILDS WDL Library: Modular Bioinformatics Workflow Components for Researchers and Developers
34,34,2026-07-14,17:20:00,17:40:00,Lincoln West,BOSC: Bioinformatics Open Source Conference,Raw Counts to Trusted References: A Reproducible QC Workflow Supporting the NLM Cell Knowledge Bases
34,34,2026-07-14,17:40:00,18:00:00,Lincoln West,BOSC: Bioinformatics Open Source Conference,Where did the algorithms go?
34,35,2026-07-15,11:00:00,12:00:00,Lincoln West,BOSC: Bioinformatics Open Source Conference,"From the Human Genome Project to the Realization of Genomic Medicine: A Scientific, Medical, and Societal Journey"
35,35,2026-07-15,12:00:00,12:20:00,Lincoln West,BOSC: Bioinformatics Open Source Conference,MuSAlS: Fast Multiple Sequence Alignment Using Hierarchical Clustering
35,35,2026-07-15,12:00:00,12:20:00,Lincoln West,BOSC: Bioinformatics Open Source Conference,Combining RNA-seq and MS proteomics boosts sensitivity to detect differentially expressed genes by rpMeta
35,35,2026-07-15,12:00:00,12:20:00,Lincoln West,BOSC: Bioinformatics Open Source Conference,Generalized linear models for clustering of RNA-seq time series experiments
35,36,2026-07-15,12:20:00,12:40:00,Lincoln West,BOSC: Bioinformatics Open Source Conference,"The AOP-Wiki EMOD Tool Suite: An Open Source Foundation for Enhanced Integration Between Adverse Outcome Pathways (AOPs), New Approach Methodologies (NAMs), AOP-Supporting Evidence, and Agentic Support for AOPs"
36,36,2026-07-15,12:20:00,12:40:00,Lincoln West,BOSC: Bioinformatics Open Source Conference,Bridging the Metadata Gap: A Two-Stage Federated Learning Architecture and Visual Audit Tool (FedViz) for Global Biobank Consortia
36,36,2026-07-15,12:20:00,12:40:00,Lincoln West,BOSC: Bioinformatics Open Source Conference,Large-scale Reference-Guided Cell Type Re-annotation of Single-Cell Brain Data
36,37,2026-07-15,12:40:00,13:00:00,Lincoln West,BOSC: Bioinformatics Open Source Conference,"The MoTrPAC Data Hub: An AI-Enabled, Open-Science Ecosystem for the Molecular Map of Exercise"
37,37,2026-07-15,12:40:00,13:00:00,Lincoln West,BOSC: Bioinformatics Open Source Conference,An Open-Source Platform for Quantitative Interactomics
37,37,2026-07-15,12:40:00,13:00:00,Lincoln West,BOSC: Bioinformatics Open Source Conference,BOSC announcements
37,37,2026-07-15,14:20:00,14:40:00,Lincoln West,BOSC: Bioinformatics Open Source Conference,Canopy: An Open-Source Platform for FAIR Research Data Hubs
37,37,2026-07-15,14:40:00,15:00:00,Lincoln West,BOSC: Bioinformatics Open Source Conference,Templated Collaborative Science Resources for Fostering and Sustainably Cataloging FAIR and Reproducible Digital AI Research Products
37,38,2026-07-15,14:40:00,15:00:00,Lincoln West,BOSC: Bioinformatics Open Source Conference,Posters.science: Building Open Infrastructure for FAIR and AI-ready Scientific Posters
38,38,2026-07-15,14:40:00,15:00:00,Lincoln West,BOSC: Bioinformatics Open Source Conference,The Common Fund Data Ecosystem (CFDE) Incubator for Pan-NIH Resources: Enhancing Interoperability
38,38,2026-07-15,15:00:00,15:20:00,Lincoln West,BOSC: Bioinformatics Open Source Conference,As Open as Possible; As Closed as Necessary: Enabling Openness for Sensitive Human Data
38,39,2026-07-15,15:00:00,15:20:00,Lincoln West,BOSC: Bioinformatics Open Source Conference,CTRL: A Dynamic open source e-Consent Platform
39,39,2026-07-15,15:00:00,15:20:00,Lincoln West,BOSC: Bioinformatics Open Source Conference,Legal interoperability as infrastructure: Enabling computable licensing in biomedical knowledge graphs
39,39,2026-07-15,15:20:00,15:40:00,Lincoln West,BOSC: Bioinformatics Open Source Conference,Evaluating the Performance of LLMs in Drafting Data Management Plans
39,39,2026-07-15,15:20:00,15:40:00,Lincoln West,BOSC: Bioinformatics Open Source Conference,Toward domain-specific genomic AI agents: benchmarking sequencing library structure extraction
39,40,2026-07-15,15:20:00,15:40:00,Lincoln West,BOSC: Bioinformatics Open Source Conference,PosterSentry: a light-weight multimodal classification system for scientific poster quality assurance in open repositories
40,40,2026-07-15,15:40:00,15:50:00,Lincoln West,BOSC: Bioinformatics Open Source Conference,"Using AI to develop, maintain, and translate bioinformatics training materials"
40,40,2026-07-15,15:50:00,16:00:00,Lincoln West,BOSC: Bioinformatics Open Source Conference,"Learning in public, losing in private? How AI chatbots and LLMs are reshaping bioinformatics culture"
40,40,2026-07-15,16:40:00,17:40:00,Lincoln West,BOSC: Bioinformatics Open Source Conference,Open source in the age of AI
40,40,2026-07-15,11:00:00,11:10:00,Lincoln East,CAMDA: Critical Assessment of Massive Data Analysis,CAMDA Welcome
40,41,2026-07-15,11:10:00,12:00:00,Lincoln East,CAMDA: Critical Assessment of Massive Data Analysis,Strain-resolved metagenomics enables detection of bacterial genes associated with human traits
41,41,2026-07-15,12:00:00,12:20:00,Lincoln East,CAMDA: Critical Assessment of Massive Data Analysis,Intrudction to CAMDA Challenges
41,41,2026-07-15,12:20:00,13:00:00,Lincoln East,CAMDA: Critical Assessment of Massive Data Analysis,Differential Connectivity Analysis of Integrated Gut Microbiome Networks for Disease Prediction
41,41,2026-07-15,14:20:00,14:40:00,Lincoln East,CAMDA: Critical Assessment of Massive Data Analysis,Metabolic Pathways as Ecological Niches: Topological Reorganization of Gut Microbiome Functional Networks Across Health and Disease
41,42,2026-07-15,14:40:00,15:00:00,Lincoln East,CAMDA: Critical Assessment of Massive Data Analysis,A Dual-Layer Network Framework Reveals Hidden Functional Drivers of Gut Microbiome Dysbiosis
42,42,2026-07-15,15:00:00,15:20:00,Lincoln East,CAMDA: Critical Assessment of Massive Data Analysis,Knowledge Graph-Guided Interpretation of Disease-Specific Taxon--Taxon Interaction Networks in the Gut Microbiome
42,42,2026-07-15,15:20:00,15:30:00,Lincoln East,CAMDA: Critical Assessment of Massive Data Analysis,Network-based optimal transport analysis of gut microbiome data in colorectal cancer
42,43,2026-07-15,15:30:00,15:40:00,Lincoln East,CAMDA: Critical Assessment of Massive Data Analysis,Metabolite-centric functional annotation with context-specific starting points
43,43,2026-07-15,15:40:00,16:00:00,Lincoln East,CAMDA: Critical Assessment of Massive Data Analysis,Predicting Resistance with ALPAR
43,43,2026-07-15,16:40:00,17:20:00,Lincoln East,CAMDA: Critical Assessment of Massive Data Analysis,An Accurate Machine Learning Workflow for Inference of Antimicrobial Resistance from Bacterial Genomes
43,43,2026-07-15,17:20:00,18:00:00,Lincoln East,CAMDA: Critical Assessment of Massive Data Analysis,Quantifying uncertainty in protein representations across models and tasks
43,43,2026-07-15,18:00:00,18:00:00,Lincoln East,CAMDA: Critical Assessment of Massive Data Analysis,Closing remarks
43,43,2026-07-16,08:40:00,08:50:00,Lincoln East,CAMDA: Critical Assessment of Massive Data Analysis,CAMDA Welcome
43,43,2026-07-16,08:50:00,09:40:00,Lincoln East,CAMDA: Critical Assessment of Massive Data Analysis,Towards Privacy-Preserving Genomics: Understanding and Mitigating Risks
43,44,2026-07-16,09:40:00,10:00:00,Lincoln East,CAMDA: Critical Assessment of Massive Data Analysis,A rigorous benchmarking of alignment-based HLA typing algorithms for RNA-seq data
44,44,2026-07-16,11:00:00,11:20:00,Lincoln East,CAMDA: Critical Assessment of Massive Data Analysis,The Health Privacy Challenge 2026
44,44,2026-07-16,11:20:00,11:40:00,Lincoln East,CAMDA: Critical Assessment of Massive Data Analysis,A Unified Weighted-Distance Framework for No-Box Membership Inference Attacks on Synthetic Gene Expression Data
44,44,2026-07-16,11:40:00,12:00:00,Lincoln East,CAMDA: Critical Assessment of Massive Data Analysis,Privacy Auditing of Synthetic Single-Cell RNA-seq Data
44,44,2026-07-16,12:00:00,12:20:00,Lincoln East,CAMDA: Critical Assessment of Massive Data Analysis,Does Synthetic Bulk RNA-seq Data Protect Donors? Privacy Auditing through Membership Inference Attacks
44,45,2026-07-16,12:20:00,12:40:00,Lincoln East,CAMDA: Critical Assessment of Massive Data Analysis,Privacy-Preserving Synthetic Single-Cell RNA-seq via NMF-Compressed Truncated Vine Copulas
